,Time_Stamp,Robot_Name,TCP_Current_x,TCP_Current_y,TCP_Current_z,TCP_Current_rx,TCP_Current_ry,TCP_Current_rz,Torque_1,Torque_2,Torque_3,Torque_4,Torque_5,Torque_6,Amp_1,Amp_2,Amp_3,Amp_4,Amp_5,Amp_6,load_factor_1,load_factor_2,load_factor_3,load_factor_4,load_factor_5,load_factor_6,Teach_Point
26,2023-10-31 08:00:01.045,denso_03,349.80987548828125,383.51702880859375,349.0205383300781,179.8854522705078,0.0655790641903877,89.68177795410156,10.052075386047363,31.364316940307617,-38.05026626586914,-6.403626918792725,17.155179977416992,26.23643112182617,3.936791658401489,19.625391006469727,28.03837013244629,1.8310546875,8.674681663513184,14.686585426330566,0,0,0,0,0,0,36
27,2023-10-31 08:00:01.076,denso_02,349.82666015625,383.5323486328125,322.2100524902344,179.8837432861328,0.067090705037117,89.6931381225586,5.026037693023682,37.26453399658203,-32.684200286865234,-5.122901439666748,18.074207305908203,10.431351661682127,1.6403298377990725,31.40062522888184,23.460676193237305,1.373291015625,16.89280128479004,4.61578369140625,0,0,0,0,0,0,38
30,2023-10-31 08:00:01.185,denso_02,349.8348388671875,383.5368041992188,331.2884521484375,179.88124084472656,0.0675972178578376,89.6926040649414,3.909140348434448,36.95399475097656,-32.19637680053711,-11.526528358459473,20.524948120117188,10.431351661682127,0.9841979146003724,23.90729331970215,24.605098724365234,5.4931640625,13.24030303955078,4.61578369140625,0,0,0,0,0,0,38
33,2023-10-31 08:00:01.295,denso_02,349.8113098144531,383.5281372070313,340.2681579589844,179.88490295410156,0.062830351293087,89.68226623535156,3.909140348434448,36.95399475097656,-35.61114501953125,-13.127435684204102,19.605920791625977,9.799148559570312,0.32806596159935,25.69141960144043,29.18279266357422,6.866455078125,12.327178955078123,3.356933832168579,0,0,0,0,0,0,36
35,2023-10-31 08:00:01.42,denso_02,349.8168029785156,383.5343627929688,346.671630859375,179.88539123535156,0.0596816912293434,89.67816925048828,3.071467399597168,34.78023147583008,-34.635498046875,-13.76779842376709,17.461523056030273,9.166945457458496,0.6561319231987,22.83681869506836,27.466157913208008,7.32421875,9.58780574798584,3.356933832168579,0,0,0,0,0,0,36
72,2023-10-31 08:00:02.732,denso_01,94.565185546875,-244.64373779296875,421.4331665039063,-179.77296447753906,0.1876689344644546,90.07858276367188,-11.16897201538086,-7.452907085418701,-15.122541427612305,21.131969451904297,-11.64101505279541,20.862703323364254,4.264857769012451,3.2114274501800537,8.01096248626709,11.444091796875,7.304995059967041,10.9100341796875,0,0,0,0,0,0,39
73,2023-10-31 08:00:02.732,denso_03,94.55622863769533,-244.6371917724609,421.4211730957031,-179.77134704589844,0.1843531429767608,90.08309173583984,-13.123542785644531,-6.521293640136719,-17.073837280273438,20.491605758666992,-13.172727584838867,26.23643112182617,5.2490553855896,2.854602336883545,9.155385971069336,12.359619140625,9.131243705749512,15.525818824768066,0,0,0,0,0,0,39
75,2023-10-31 08:00:02.826,denso_01,94.56954956054688,-244.6409454345703,421.3831481933594,-179.76861572265625,0.173727661371231,90.07971954345705,-10.610523223876951,-4.036991119384766,-16.58601188659668,19.210880279541016,-9.802960395812988,17.701688766479492,3.936791658401489,1.7841264009475708,8.01096248626709,10.986328125,5.47874641418457,9.2315673828125,0,0,0,0,0,0,39
76,2023-10-31 08:00:02.841,denso_03,94.5635986328125,-244.6409454345703,421.3844604492188,-179.76820373535156,0.1742948740720749,90.08332061767578,-11.727420806884766,-4.658066749572754,-18.049484252929688,18.250337600708008,-11.64101505279541,24.65592384338379,4.920989513397217,2.140951633453369,9.7275972366333,11.444091796875,7.304995059967041,12.168885231018066,0,0,0,0,0,0,39
77,2023-10-31 08:00:02.935,denso_03,94.56328582763672,-244.63995361328125,421.380615234375,-179.76791381835938,0.1733471304178238,90.08332061767578,-11.727420806884766,-2.794840097427368,-19.02513313293457,16.329248428344727,-9.802960395812988,23.075414657592773,4.264857769012451,1.0704758167266846,10.872020721435549,10.07080078125,6.391870498657227,12.168885231018066,0,0,0,0,0,0,39
79,2023-10-31 08:00:02.951,denso_01,94.57109832763672,-244.63870239257807,421.38092041015625,-179.76895141601562,0.1730378419160843,90.07962799072266,-10.052075386047363,-2.17376446723938,-17.561660766601562,17.609973907470703,-8.271247863769531,15.17287540435791,3.6087255477905273,1.0704758167266846,9.7275972366333,10.07080078125,4.109059810638428,7.972717761993408,0,0,0,0,0,0,39
81,2023-10-31 08:00:03.045,denso_01,94.57160949707033,-244.64031982421875,421.3833312988281,-179.7691192626953,0.1735658943653106,90.07962799072266,-70.64375305175781,-65.21293640136719,-65.8562240600586,15.368704795837402,14.704440116882324,67.01353454589844,5.577121257781982,1.7841264009475708,9.7275972366333,8.697509765625,3.1959352493286133,6.294250965118408,0,0,0,0,0,0,39
82,2023-10-31 08:00:03.045,denso_03,94.564697265625,-244.63731384277344,421.3813171386719,-179.7682647705078,0.1726573854684829,90.083251953125,-44.67588806152344,-38.50668716430664,-54.63627624511719,14.087979316711426,-2.757082462310791,46.15082931518555,4.264857769012451,0.7136505842208862,10.872020721435549,9.1552734375,5.47874641418457,10.9100341796875,0,0,0,0,0,0,39
100,2023-10-31 08:00:03.702,denso_01,350.9634094238281,494.0177917480469,316.3929748535156,179.8903045654297,0.0564624778926372,89.51403045654297,-10.331299781799316,31.05377769470215,-40.00156021118164,-10.565984725952148,-11.334672927856444,-16.121179580688477,3.936791658401489,29.973323822021484,38.33817672729492,5.950927734375,8.218119621276855,2.93731689453125,0,0,0,0,0,0,33
119,2023-10-31 08:00:04.53,denso_01,350.0601806640625,383.84088134765625,319.2364807128906,179.904052734375,0.0673949047923088,89.68331909179688,9.77285099029541,32.606468200683594,-35.61114501953125,-6.723808288574219,-12.253700256347656,-21.17880630493164,3.936791658401489,20.339040756225582,36.621543884277344,4.119873046875,12.327178955078123,12.168885231018066,0,0,0,0,0,0,38
121,2023-10-31 08:00:04.545,denso_03,350.0202941894531,383.80023193359375,316.571044921875,179.90342712402344,0.0661492049694061,89.68341064453125,13.68199062347412,26.39571189880371,-27.80596351623535,5.443082809448242,-11.028329849243164,-21.81100845336914,5.905187606811523,22.123167037963867,32.04384994506836,0.91552734375,6.848432540893555,11.749267578125,0,0,0,0,0,0,38
122,2023-10-31 08:00:04.624,denso_01,349.8158264160156,383.5918273925781,306.5505065917969,179.9001007080078,0.0618217289447784,89.68486022949219,8.93517780303955,32.606468200683594,-41.465030670166016,-0.9605440497398376,14.091755867004396,-17.701688766479492,3.6087255477905273,17.841264724731445,16.59413719177246,0.0,8.218119621276855,11.32965087890625,0,0,0,0,0,0,38
123,2023-10-31 08:00:04.639,denso_03,349.81512451171875,383.57916259765625,306.5738525390625,179.89788818359375,0.063057079911232,89.68538665771484,12.844318389892578,35.71184539794922,-35.123321533203125,8.004533767700195,17.461523056030273,-18.333890914916992,4.920989513397217,23.90729331970215,28.610580444335938,3.662109375,0.45656219124794,10.49041748046875,0,0,0,0,0,0,38
129,2023-10-31 08:00:04.858,denso_01,349.76531982421875,383.5588684082031,319.06982421875,179.89083862304688,0.0589785501360893,89.72150421142578,7.25983190536499,33.227542877197266,-40.97720718383789,6.403626918792725,19.912263870239254,11.695758819580078,2.296461820602417,20.339040756225582,30.89942741394043,2.74658203125,15.523114204406738,2.93731689453125,0,0,0,0,0,0,38
130,2023-10-31 08:00:04.873,denso_03,349.7491760253906,383.54193115234375,318.3266296386719,179.8884735107422,0.0633402168750763,89.74483489990234,10.889747619628906,33.227542877197266,-38.05026626586914,5.763264179229736,19.29957771301269,18.966094970703125,4.264857769012451,20.69586563110352,36.04933166503906,2.74658203125,15.523114204406738,6.294250965118408,0,0,0,0,0,0,38
131,2023-10-31 08:00:04.967,denso_01,349.7893981933594,383.56390380859375,328.3602905273437,179.8877716064453,0.0590196028351783,89.71512603759766,6.422159194946289,32.295928955078125,-34.147674560546875,6.403626918792725,16.542495727539062,18.64999389648437,2.296461820602417,24.97776985168457,29.18279266357422,3.204345703125,13.69686508178711,7.553101062774658,0,0,0,0,0,0,38
133,2023-10-31 08:00:04.983,denso_03,349.7991943359375,383.5530395507813,330.1270446777344,179.88442993164062,0.0617907345294952,89.71755981445312,9.77285099029541,30.43270301818848,-42.928504943847656,3.2018134593963623,15.623468399047852,24.65592384338379,3.936791658401489,22.123167037963867,24.605098724365234,1.373291015625,12.783740997314451,11.749267578125,0,0,0,0,0,0,38
134,2023-10-31 08:00:05.092,denso_01,349.8188171386719,383.5449523925781,341.8535461425781,179.8843536376953,0.059533167630434,89.68870544433594,7.539056301116943,30.743240356445312,-34.147674560546875,5.122901439666748,19.29957771301269,21.81100845336914,2.296461820602417,21.766342163085938,25.17731094360352,2.74658203125,12.327178955078123,11.749267578125,0,0,0,0,0,0,36
135,2023-10-31 08:00:05.108,denso_03,349.8182678222656,383.529052734375,341.840087890625,179.88400268554688,0.0640763714909553,89.68547058105469,9.77285099029541,33.84861755371094,-32.684200286865234,-1.280725359916687,13.785412788391112,25.920330047607425,3.936791658401489,20.69586563110352,28.610580444335938,0.457763671875,9.58780574798584,14.266968727111816,0,0,0,0,0,0,36
137,2023-10-31 08:00:05.249,denso_03,349.8018493652344,383.5075073242188,348.6004333496094,179.88722229003906,0.0678642466664314,89.68204498291016,10.331299781799316,30.12216567993164,-36.098968505859375,-6.083445549011231,16.23615264892578,25.920330047607425,3.2806596755981445,20.339040756225582,25.17731094360352,2.288818359375,8.218119621276855,13.847352027893066,0,0,0,0,0,0,36
138,2023-10-31 08:00:05.249,denso_02,349.8262939453125,383.5304565429688,317.6226501464844,179.8843536376953,0.0653006881475448,89.69126892089844,4.467588901519775,40.05937576293945,-38.05026626586914,0.9605440497398376,21.13763236999512,9.166945457458496,1.3122638463974,26.76189613342285,22.31625366210937,0.91552734375,12.327178955078123,4.1961669921875,0,0,0,0,0,0,38
139,2023-10-31 08:00:05.249,denso_01,349.804443359375,383.5224304199219,348.8161315917969,179.88882446289062,0.0651842206716537,89.67870330810547,6.980607509613037,31.98539161682129,-35.123321533203125,3.2018134593963623,17.767866134643555,20.862703323364254,2.296461820602417,21.766342163085938,29.18279266357422,1.373291015625,9.58780574798584,11.32965087890625,0,0,0,0,0,0,36
145,2023-10-31 08:00:05.467,denso_02,349.8297424316406,383.5392150878906,336.7708435058594,179.8795928955078,0.0599873438477516,89.68655395507812,3.071467399597168,34.78023147583008,-34.635498046875,-12.80725383758545,18.380550384521484,10.747453689575195,0.6561319231987,21.766342163085938,28.03837013244629,5.950927734375,15.523114204406738,5.45501708984375,0,0,0,0,0,0,38
146,2023-10-31 08:00:05.561,denso_02,349.8081359863281,383.52392578125,344.0989074707031,179.8861541748047,0.0612060651183128,89.67961883544922,3.350691795349121,34.159156799316406,-34.635498046875,-13.76779842376709,21.13763236999512,9.799148559570312,0.32806596159935,25.69141960144043,31.47163963317871,6.866455078125,12.327178955078123,4.61578369140625,0,0,0,0,0,0,36
150,2023-10-31 08:00:05.67,denso_02,349.810302734375,383.5340270996094,348.03466796875,179.88754272460938,0.0607127323746681,89.67657470703125,1.954570174217224,34.159156799316406,-33.17202377319336,-12.16689109802246,17.767866134643555,9.483047485351562,0.32806596159935,25.69141960144043,28.610580444335938,6.866455078125,9.58780574798584,4.1961669921875,0,0,0,0,0,0,36
156,2023-10-31 08:00:05.92,denso_02,362.0597534179688,365.15814208984375,398.9971923828125,179.88287353515625,0.0635014697909355,89.7405014038086,79.2997055053711,91.60865020751952,24.879018783569336,-10.565984725952148,25.426427841186523,-49.62794876098633,68.23772430419922,55.307918548583984,17.166349411010742,7.32421875,10.044367790222168,48.675540924072266,0,0,0,0,0,0,35
181,2023-10-31 08:00:06.952,denso_03,94.55750274658205,-244.6358184814453,421.4122009277344,-179.77035522460938,0.1812032759189605,90.08454132080078,-13.123542785644531,-9.005596160888672,-17.073837280273438,20.171424865722656,-13.172727584838867,26.868633270263672,5.2490553855896,3.5682528018951416,9.7275972366333,12.8173828125,8.674681663513184,15.525818824768066,0,0,0,0,0,0,39
183,2023-10-31 08:00:06.967,denso_01,94.56576538085938,-244.6430511474609,421.4145812988281,-179.7714080810547,0.1827350258827209,90.08090209960938,-11.16897201538086,-6.831831455230713,-16.098188400268555,20.491605758666992,-9.802960395812988,20.546602249145508,4.264857769012451,3.5682528018951416,7.438751220703125,11.444091796875,5.47874641418457,10.9100341796875,0,0,0,0,0,0,39
184,2023-10-31 08:00:07.061,denso_01,94.56814575195312,-244.64230346679688,421.3840637207031,-179.76890563964844,0.1746617257595062,90.08145141601562,-10.331299781799316,-5.589680194854736,-16.58601188659668,18.89069938659668,-7.964905261993408,18.64999389648437,4.264857769012451,2.497776985168457,9.155385971069336,10.986328125,3.652497529983521,9.2315673828125,0,0,0,0,0,0,39
185,2023-10-31 08:00:07.061,denso_03,94.5619125366211,-244.63856506347656,421.3797302246094,-179.76760864257812,0.1723958700895309,90.08422088623048,-12.565093994140623,-3.726453542709351,-18.53730773925781,18.250337600708008,-11.64101505279541,24.97202491760254,4.920989513397217,2.140951633453369,10.872020721435549,11.444091796875,7.304995059967041,13.427735328674316,0,0,0,0,0,0,39
187,2023-10-31 08:00:07.186,denso_03,94.56171417236328,-244.637939453125,421.3811645507813,-179.76773071289062,0.1728155463933944,90.08422088623048,-11.727420806884766,-0.9316133856773376,-20.00078010559082,15.688886642456056,-10.109302520751951,23.39151763916016,4.592923641204834,0.7136505842208862,11.444231986999512,9.1552734375,6.391870498657227,12.168885231018066,0,0,0,0,0,0,39
188,2023-10-31 08:00:07.201,denso_01,94.56905364990234,-244.63807678222656,421.3823547363281,-179.7690887451172,0.1734504401683807,90.08138275146484,-9.77285099029541,-4.34752893447876,-17.561660766601562,17.289793014526367,-5.514164924621582,16.121179580688477,3.2806596755981445,1.7841264009475708,9.7275972366333,9.613037109375,3.1959352493286133,8.392333984375,0,0,0,0,0,0,39
190,2023-10-31 08:00:07.295,denso_01,94.88436889648438,-244.63658142089844,421.4026794433594,-179.7685089111328,0.1715257912874221,90.12590026855467,-89.35177612304688,-91.29811096191406,-76.10053253173828,13.76779842376709,24.20105743408203,76.81268310546875,39.36791610717773,36.39617919921875,49.21019744873047,8.23974609375,4.109059810638428,43.22052001953125,0,0,0,0,0,0,39
191,2023-10-31 08:00:07.295,denso_03,94.5663070678711,-244.63705444335935,421.3799133300781,-179.76812744140625,0.1722341477870941,90.08467864990234,-83.20884704589844,-75.150146484375,-71.2222900390625,12.80725383758545,15.929810523986816,69.22624206542969,16.075231552124023,10.704758644104004,29.7550048828125,8.697509765625,4.565621852874756,18.88275146484375,0,0,0,0,0,0,39
215,2023-10-31 08:00:08.28,denso_02,350.390869140625,493.6640930175781,302.4049072265625,179.8936767578125,0.067170649766922,89.5987548828125,-8.655953407287598,58.381103515625,-39.51373672485352,11.526528358459473,24.20105743408203,-11.379656791687012,3.6087255477905273,41.03490829467773,27.466157913208008,6.866455078125,13.24030303955078,7.133484363555908,0,0,0,0,0,0,33
221,2023-10-31 08:00:08.514,denso_02,350.5033874511719,493.7787170410156,370.7171936035156,179.86526489257812,0.0583829097449779,89.65017700195312,-6.701383590698242,34.78023147583008,-33.65985107421875,-14.087979316711426,18.99323463439941,10.747453689575195,2.6245276927948,23.90729331970215,24.032888412475582,6.40869140625,14.609990119934082,3.776550531387329,0,0,0,0,0,0,32
226,2023-10-31 08:00:08.749,denso_03,350.10015869140625,383.88714599609375,322.3630065917969,179.8991241455078,0.0635075494647026,89.68284606933594,13.961215019226074,27.016786575317383,-38.05026626586914,3.5219948291778564,-7.352220058441162,-22.759313583374023,5.577121257781982,12.845709800720217,24.605098724365234,0.0,7.304995059967041,14.266968727111816,0,0,0,0,0,0,38
228,2023-10-31 08:00:08.764,denso_01,350.0162048339844,383.793212890625,316.55438232421875,179.90719604492188,0.0696882233023643,89.6865005493164,9.77285099029541,28.880014419555664,-28.29378700256348,-6.083445549011231,-13.479070663452148,-18.966094970703125,3.6087255477905273,23.55046844482422,36.04933166503906,3.204345703125,10.044367790222168,11.749267578125,0,0,0,0,0,0,38
229,2023-10-31 08:00:08.842,denso_03,349.8138122558594,383.584716796875,306.5530090332031,179.9016876220703,0.0646338239312172,89.68465423583984,13.123542785644531,36.33292007446289,-36.5867919921875,7.684352397918701,9.190275192260742,-19.282196044921875,5.577121257781982,16.057138442993164,16.59413719177246,3.204345703125,7.761557102203369,10.9100341796875,0,0,0,0,0,0,38
231,2023-10-31 08:00:08.858,denso_01,349.81903076171875,383.5951232910156,306.5916442871094,179.8951416015625,0.0578198917210102,89.68771362304688,9.493626594543455,33.538082122802734,-42.44068145751953,-0.3201813399791717,20.83129119873047,-13.908469200134276,3.936791658401489,19.625391006469727,23.460676193237305,0.457763671875,3.652497529983521,8.81195068359375,0,0,0,0,0,0,38
235,2023-10-31 08:00:09.077,denso_01,349.77850341796875,383.5647583007813,318.3418273925781,179.888916015625,0.057004552334547,89.72067260742188,8.93517780303955,35.09077072143555,-42.44068145751953,6.403626918792725,20.524948120117188,14.224571228027344,3.2806596755981445,20.339040756225582,29.18279266357422,2.74658203125,15.523114204406738,4.61578369140625,0,0,0,0,0,0,38
236,2023-10-31 08:00:09.092,denso_03,349.751220703125,383.53704833984375,318.3228454589844,179.88919067382812,0.0640183687210083,89.74430084228516,10.610523223876951,34.78023147583008,-38.05026626586914,6.083445549011231,19.912263870239254,17.701688766479492,4.264857769012451,23.19364356994629,32.61606216430664,3.204345703125,13.24030303955078,5.45501708984375,0,0,0,0,0,0,38
238,2023-10-31 08:00:09.186,denso_03,349.80352783203125,383.5511474609375,330.12744140625,179.884033203125,0.0614139400422573,89.71785736083984,10.052075386047363,31.674854278564453,-41.95285415649414,3.5219948291778564,16.542495727539062,24.339820861816406,3.6087255477905273,21.409517288208008,29.7550048828125,1.8310546875,11.414054870605469,11.749267578125,0,0,0,0,0,0,38
240,2023-10-31 08:00:09.202,denso_01,349.8016662597656,383.564208984375,330.1300964355469,179.8863983154297,0.0588387325406074,89.70804595947266,8.376729011535645,31.05377769470215,-36.5867919921875,6.723808288574219,19.29957771301269,22.443212509155277,3.2806596755981445,23.55046844482422,27.466157913208008,2.74658203125,13.69686508178711,9.65118408203125,0,0,0,0,0,0,38
241,2023-10-31 08:00:09.296,denso_03,349.8237609863281,383.5448913574219,338.74090576171875,179.8820343017578,0.0615391694009304,89.69377899169922,10.052075386047363,30.743240356445312,-38.53808975219727,0.3201813399791717,15.929810523986816,25.920330047607425,3.6087255477905273,21.766342163085938,24.605098724365234,0.457763671875,9.58780574798584,14.686585426330566,0,0,0,0,0,0,38
242,2023-10-31 08:00:09.311,denso_01,349.82586669921875,383.55865478515625,340.0496826171875,179.88174438476562,0.0566877424716949,89.6881332397461,8.097504615783691,33.227542877197266,-38.05026626586914,5.443082809448242,18.074207305908203,23.707618713378903,2.6245276927948,21.409517288208008,30.89942741394043,2.288818359375,14.153428077697754,12.588501930236816,0,0,0,0,0,0,36
244,2023-10-31 08:00:09.389,denso_03,349.8269348144531,383.5354614257813,346.1939392089844,179.88186645507812,0.0623277053236961,89.68480682373047,10.052075386047363,32.295928955078125,-35.123321533203125,-3.842176198959351,16.542495727539062,26.868633270263672,3.6087255477905273,22.123167037963867,28.610580444335938,0.91552734375,10.044367790222168,13.847352027893066,0,0,0,0,0,0,36
245,2023-10-31 08:00:09.42,denso_01,349.8181457519531,383.54010009765625,346.9371032714844,179.88397216796875,0.0602462701499462,89.68219757080078,8.097504615783691,32.295928955078125,-33.17202377319336,4.162357807159424,17.767866134643555,23.707618713378903,2.6245276927948,19.982215881347656,24.032888412475582,1.373291015625,11.414054870605469,13.427735328674316,0,0,0,0,0,0,36
246,2023-10-31 08:00:09.42,denso_02,349.8215637207031,383.5276184082031,314.2626342773437,179.88714599609375,0.0667201653122901,89.69324493408203,6.422159194946289,38.50668716430664,-33.17202377319336,3.842176198959351,20.218605041503903,8.53474235534668,1.9683958292007449,29.973323822021484,26.893945693969727,3.662109375,13.69686508178711,3.356933832168579,0,0,0,0,0,0,38
247,2023-10-31 08:00:09.499,denso_03,349.8156433105469,383.5223388671875,349.34197998046875,179.88389587402344,0.0641858205199241,89.68199920654297,10.052075386047363,29.811628341674805,-66.34404754638672,-6.723808288574219,26.03911399841309,26.868633270263672,3.6087255477905273,18.911739349365234,29.18279266357422,2.74658203125,10.044367790222168,14.686585426330566,0,0,0,0,0,0,36
248,2023-10-31 08:00:09.53,denso_02,349.8290100097656,383.5343322753906,322.9273681640625,179.88375854492188,0.0675652101635932,89.69397735595703,5.58448600769043,41.92259979248047,-32.19637680053711,-5.763264179229736,22.36300277709961,10.431351661682127,1.6403298377990725,27.11872100830078,26.893945693969727,0.91552734375,15.06655216217041,4.1961669921875,0,0,0,0,0,0,38
249,2023-10-31 08:00:09.53,denso_01,349.7993469238281,383.5177917480469,349.7500305175781,179.89071655273438,0.0671669244766235,89.67955017089844,8.097504615783691,32.295928955078125,-116.10208892822266,1.6009067296981812,46.56406021118164,24.023719787597656,2.6245276927948,25.3345947265625,41.77145004272461,0.91552734375,11.870616912841797,13.847352027893066,0,0,0,0,0,0,36
252,2023-10-31 08:00:09.67,denso_02,349.8314208984375,383.5401611328125,336.1356201171875,179.880126953125,0.061218325048685,89.68525695800781,4.188364505767822,37.8856086730957,-34.635498046875,-12.80725383758545,21.4439754486084,9.799148559570312,0.9841979146003724,23.55046844482422,25.17731094360352,5.950927734375,13.24030303955078,5.45501708984375,0,0,0,0,0,0,38
254,2023-10-31 08:00:09.78,denso_02,349.8100280761719,383.5301208496094,343.2298278808594,179.88539123535156,0.0609124340116977,89.67832946777344,3.629915952682495,32.9170036315918,-36.5867919921875,-13.76779842376709,19.29957771301269,8.53474235534668,0.6561319231987,23.19364356994629,27.466157913208008,6.40869140625,8.218119621276855,3.356933832168579,0,0,0,0,0,0,36
258,2023-10-31 08:00:09.889,denso_02,349.8116455078125,383.5340576171875,348.03546142578125,179.8855438232422,0.0595429763197898,89.67820739746094,3.350691795349121,32.295928955078125,-33.65985107421875,-12.80725383758545,16.542495727539062,8.21864128112793,0.6561319231987,23.55046844482422,26.893945693969727,7.32421875,10.044367790222168,4.1961669921875,0,0,0,0,0,0,36
